equipment_id,equipment_type,operation_hours,temperature_celsius,vibration_mm_s,pressure_bar,current_amp,load_percentage,maintenance_days_since_last,failure_history_count,environment_dust_level,shift,failure_next_7_days
EQ-CRUSHER-037,crusher,1295.1,94.73,7.48,147.57,476.27,96.46,115,1,medium,night,1
EQ-DRILL-RIG-130,drill_rig,6587.3,83.32,7.16,217.87,435.22,81.29,47,1,low,day,0
EQ-BALL-MILL-085,ball_mill,3159.9,92.0,8.76,158.81,584.02,96.3,48,0,medium,day,1
EQ-CRUSHER-068,crusher,9582.9,86.72,9.14,195.21,579.31,85.52,19,2,low,day,1
EQ-DRILL-RIG-143,drill_rig,3017.3,88.73,6.01,174.1,402.38,74.55,11,1,low,day,0
EQ-EXCAVATOR-053,excavator,3736.1,74.99,3.64,248.57,347.63,80.43,38,2,low,night,0
EQ-BALL-MILL-114,ball_mill,1719.4,98.46,6.37,222.5,588.77,84.18,9,1,medium,day,1
EQ-DRILL-RIG-029,drill_rig,2106.8,89.94,5.21,226.16,317.22,73.56,39,2,high,day,0
EQ-HAUL-TRUCK-125,haul_truck,6931.0,79.44,3.84,126.53,446.75,79.49,73,1,medium,night,0
EQ-DRILL-RIG-038,drill_rig,2840.5,89.33,7.06,220.76,323.94,63.6,36,0,medium,night,0
EQ-EXCAVATOR-149,excavator,4975.9,71.48,5.59,212.4,335.92,81.9,40,0,low,day,0
EQ-HAUL-TRUCK-102,haul_truck,4120.1,82.77,4.44,137.15,427.55,62.41,41,0,medium,day,0
EQ-DRILL-RIG-112,drill_rig,1937.5,87.08,6.47,254.36,395.7,61.71,22,1,medium,night,0
EQ-CONVEYOR-BELT-019,conveyor_belt,4325.5,71.28,3.32,130.56,165.59,69.38,64,3,medium,day,0
EQ-CONVEYOR-BELT-036,conveyor_belt,2481.8,59.5,3.9,55.66,107.01,69.97,75,2,medium,night,0
EQ-CRUSHER-010,crusher,5305.1,86.83,8.44,186.72,493.37,71.24,62,0,medium,day,0
EQ-HAUL-TRUCK-082,haul_truck,4722.2,79.59,4.82,184.68,390.7,66.54,126,1,low,day,0
EQ-CONVEYOR-BELT-133,conveyor_belt,3365.2,68.96,4.63,80.09,136.04,71.32,38,0,high,day,0
EQ-HAUL-TRUCK-123,haul_truck,5598.3,96.38,5.13,161.93,536.32,87.06,74,1,low,day,1
EQ-BALL-MILL-012,ball_mill,2578.5,93.71,7.52,188.08,576.84,87.09,48,1,high,night,1
EQ-HAUL-TRUCK-074,haul_truck,1361.3,76.19,6.82,151.74,467.68,72.3,7,0,medium,night,0
EQ-HAUL-TRUCK-141,haul_truck,4104.7,89.27,5.77,192.82,406.67,62.2,38,0,medium,night,0
EQ-CONVEYOR-BELT-143,conveyor_belt,2769.4,62.42,2.26,87.06,153.49,66.15,41,2,medium,day,0
EQ-EXCAVATOR-080,excavator,1542.9,67.77,3.79,238.75,430.2,78.67,3,0,medium,night,0
EQ-CRUSHER-090,crusher,3671.8,92.77,9.47,181.61,695.38,88.52,45,1,medium,night,1
EQ-HAUL-TRUCK-093,haul_truck,6171.9,76.91,5.51,167.78,417.47,67.45,42,2,high,night,1
EQ-DRILL-RIG-082,drill_rig,3379.1,86.11,5.07,238.46,510.18,79.26,19,1,high,night,0
EQ-HAUL-TRUCK-059,haul_truck,1445.7,78.06,3.62,147.83,523.28,78.18,38,0,low,night,0
EQ-CRUSHER-051,crusher,4054.4,97.52,7.38,175.49,526.31,80.4,11,0,medium,day,0
EQ-BALL-MILL-136,ball_mill,6142.1,91.3,9.91,131.94,618.35,69.97,23,0,medium,day,1
EQ-DRILL-RIG-116,drill_rig,3657.4,79.86,6.12,251.21,348.09,72.94,12,1,medium,night,0
EQ-EXCAVATOR-007,excavator,3432.7,77.31,6.9,217.82,451.63,77.02,32,1,medium,night,0
EQ-CRUSHER-055,crusher,4693.6,89.71,7.92,201.68,531.63,92.59,41,0,low,day,0
EQ-BALL-MILL-025,ball_mill,4633.1,85.76,6.44,170.84,688.67,74.27,7,3,medium,night,1
EQ-EXCAVATOR-069,excavator,1985.0,69.53,3.08,235.64,279.69,71.92,6,0,medium,day,0
EQ-EXCAVATOR-061,excavator,4540.4,83.16,3.92,213.96,337.18,70.99,83,1,medium,day,0
EQ-CONVEYOR-BELT-056,conveyor_belt,9094.7,67.62,1.82,73.17,84.13,54.8,35,0,medium,day,0
EQ-CONVEYOR-BELT-033,conveyor_belt,7743.4,62.64,2.32,74.31,195.96,69.75,47,0,low,day,0
EQ-CONVEYOR-BELT-085,conveyor_belt,2825.7,66.66,4.07,55.99,124.17,69.62,40,2,medium,day,0
EQ-EXCAVATOR-124,excavator,2003.8,78.06,5.18,212.1,351.86,59.51,23,2,medium,night,0
EQ-HAUL-TRUCK-059,haul_truck,4697.2,85.83,4.84,129.16,394.05,80.66,67,0,medium,night,0
EQ-CRUSHER-080,crusher,1650.5,86.6,6.41,156.55,622.51,84.49,37,2,medium,night,1
EQ-BALL-MILL-012,ball_mill,3607.3,86.4,7.07,148.67,559.89,90.2,39,2,medium,day,0
EQ-HAUL-TRUCK-086,haul_truck,5843.4,90.74,1.66,167.58,318.92,60.65,10,1,high,night,0
EQ-HAUL-TRUCK-087,haul_truck,6361.3,73.93,5.2,179.96,420.93,90.48,12,4,medium,day,0
EQ-CRUSHER-067,crusher,6334.5,76.96,7.0,171.21,593.95,88.49,32,0,medium,night,0
EQ-DRILL-RIG-098,drill_rig,3305.7,72.85,6.84,262.72,318.09,95.73,77,1,low,day,0
EQ-HAUL-TRUCK-077,haul_truck,7093.6,87.32,6.09,172.85,454.33,71.03,32,0,medium,night,0
EQ-CONVEYOR-BELT-045,conveyor_belt,4460.2,69.76,3.46,69.15,165.1,65.72,59,1,medium,night,0
EQ-CONVEYOR-BELT-083,conveyor_belt,2868.0,69.67,3.67,92.33,188.17,92.13,6,0,low,night,0
EQ-HAUL-TRUCK-066,haul_truck,1549.0,83.69,4.89,146.74,451.25,69.11,20,1,high,day,0
EQ-CONVEYOR-BELT-086,conveyor_belt,3927.5,62.87,1.0,64.8,234.55,73.47,72,1,medium,day,0
EQ-HAUL-TRUCK-054,haul_truck,3402.6,81.19,3.58,173.55,340.12,60.55,8,2,low,day,0
EQ-CONVEYOR-BELT-052,conveyor_belt,7365.2,63.77,4.7,114.32,150.83,64.85,104,0,medium,day,0
EQ-CONVEYOR-BELT-058,conveyor_belt,2917.9,66.83,3.26,99.1,146.26,58.53,5,1,low,day,0
EQ-EXCAVATOR-070,excavator,3925.1,69.88,4.48,189.51,360.86,91.89,10,0,low,day,0
EQ-HAUL-TRUCK-009,haul_truck,3332.9,84.05,6.63,181.84,548.72,83.58,14,0,low,night,0
EQ-CONVEYOR-BELT-115,conveyor_belt,3674.2,59.73,2.59,91.02,117.11,71.35,13,2,low,night,0
EQ-CRUSHER-099,crusher,6469.6,89.62,7.26,165.42,530.52,82.83,71,3,high,night,1
EQ-HAUL-TRUCK-075,haul_truck,5522.7,93.85,4.97,159.29,400.96,94.7,79,0,medium,day,0
EQ-HAUL-TRUCK-147,haul_truck,5997.8,83.12,4.24,91.15,487.64,82.67,23,1,low,day,0
EQ-CONVEYOR-BELT-115,conveyor_belt,1985.3,62.75,4.23,124.45,228.5,40.81,59,1,high,day,0
EQ-EXCAVATOR-100,excavator,3478.0,83.21,7.17,196.94,367.3,64.8,52,2,high,night,1
EQ-CRUSHER-040,crusher,1917.7,93.12,5.69,178.75,460.26,77.64,16,0,high,day,0
EQ-BALL-MILL-051,ball_mill,4079.3,93.06,9.39,176.48,595.9,79.95,34,1,medium,night,0
EQ-CRUSHER-132,crusher,7440.5,78.66,6.22,165.81,681.5,95.4,34,2,low,day,0
EQ-HAUL-TRUCK-086,haul_truck,3521.7,78.03,5.33,119.78,385.96,94.12,44,1,high,day,0
EQ-BALL-MILL-078,ball_mill,2315.7,94.2,7.23,178.11,526.34,73.94,6,0,medium,day,0
EQ-HAUL-TRUCK-065,haul_truck,2066.4,79.51,6.72,168.23,438.01,87.65,30,2,medium,night,0
EQ-CRUSHER-011,crusher,4228.8,84.07,5.88,207.09,655.78,85.02,26,1,low,day,0
EQ-HAUL-TRUCK-102,haul_truck,2953.5,78.18,6.77,145.06,510.27,96.84,35,2,high,day,0
EQ-CRUSHER-060,crusher,1126.1,98.82,7.78,216.39,524.18,63.12,10,0,high,day,0
EQ-EXCAVATOR-037,excavator,2938.4,79.21,6.91,225.08,343.19,61.62,39,1,medium,day,0
EQ-CRUSHER-138,crusher,4127.4,96.76,8.16,166.65,632.53,106.41,45,0,low,day,1
EQ-DRILL-RIG-057,drill_rig,5583.0,82.65,7.75,233.87,522.23,89.79,39,1,medium,day,1
EQ-DRILL-RIG-124,drill_rig,2644.1,91.45,8.36,200.29,384.35,90.27,36,1,high,night,0
EQ-CONVEYOR-BELT-003,conveyor_belt,8909.8,73.52,2.21,77.31,102.25,54.22,20,2,low,night,0
EQ-CRUSHER-111,crusher,1394.8,94.54,9.15,177.31,522.84,74.84,44,1,medium,day,0
EQ-CONVEYOR-BELT-009,conveyor_belt,4966.5,60.79,3.01,67.97,145.11,56.9,45,1,high,night,0
EQ-DRILL-RIG-097,drill_rig,2788.3,87.07,5.2,251.53,345.38,61.41,27,0,medium,day,0
EQ-DRILL-RIG-085,drill_rig,1579.0,98.1,9.21,224.2,427.96,97.14,62,2,high,day,1
EQ-EXCAVATOR-016,excavator,1242.0,85.62,6.72,224.45,330.59,81.46,11,1,medium,night,0
EQ-CONVEYOR-BELT-064,conveyor_belt,4783.6,75.69,4.69,55.86,149.04,72.05,33,2,high,night,0
EQ-DRILL-RIG-084,drill_rig,3889.5,82.92,4.75,249.73,302.14,63.1,7,1,medium,night,0
EQ-CRUSHER-035,crusher,5005.9,91.15,8.1,175.7,531.48,91.5,11,3,medium,night,1
EQ-EXCAVATOR-043,excavator,4355.9,82.47,6.95,210.44,236.7,63.33,76,3,medium,night,0
EQ-DRILL-RIG-010,drill_rig,4449.0,67.39,6.06,230.42,463.77,91.08,51,1,low,day,0
EQ-CONVEYOR-BELT-125,conveyor_belt,3475.4,73.33,1.78,126.41,213.67,77.32,40,3,medium,night,0
EQ-CONVEYOR-BELT-109,conveyor_belt,2500.6,58.09,3.73,89.95,126.99,62.06,12,2,medium,day,0
EQ-BALL-MILL-137,ball_mill,6090.9,86.61,8.52,140.58,583.56,80.44,9,1,medium,day,0
EQ-CONVEYOR-BELT-135,conveyor_belt,5130.4,60.23,3.46,69.43,155.3,59.36,64,1,medium,day,0
EQ-CRUSHER-083,crusher,3712.4,85.8,6.45,197.79,589.42,86.62,6,0,medium,day,0
EQ-CONVEYOR-BELT-005,conveyor_belt,7438.3,63.68,2.69,82.19,209.05,77.15,59,1,medium,night,0
EQ-HAUL-TRUCK-081,haul_truck,4557.3,92.58,3.88,159.12,507.11,73.5,36,1,medium,day,0
EQ-DRILL-RIG-042,drill_rig,4423.4,90.47,6.16,175.04,422.1,71.32,9,1,low,night,0
EQ-CRUSHER-139,crusher,6775.5,106.09,7.02,217.6,620.57,84.45,38,1,medium,night,1
EQ-HAUL-TRUCK-065,haul_truck,1556.2,78.44,4.96,163.17,473.22,78.9,33,1,low,day,0
EQ-DRILL-RIG-146,drill_rig,1469.9,80.16,5.91,258.57,410.72,86.46,54,2,medium,night,1
EQ-CRUSHER-035,crusher,1389.9,71.13,7.68,195.22,461.93,83.29,16,0,low,day,0
EQ-HAUL-TRUCK-026,haul_truck,2738.1,83.77,5.42,104.32,619.01,93.36,3,2,low,night,0
EQ-CONVEYOR-BELT-017,conveyor_belt,2110.4,71.48,4.51,69.1,202.04,66.91,31,1,low,day,0
EQ-HAUL-TRUCK-002,haul_truck,3414.5,101.26,3.23,134.13,442.11,54.18,76,3,medium,day,0
EQ-EXCAVATOR-057,excavator,4714.0,75.44,5.71,216.81,296.66,64.4,31,2,high,night,0
EQ-DRILL-RIG-133,drill_rig,3360.1,80.69,7.62,220.37,495.94,82.23,28,0,medium,night,0
EQ-CRUSHER-043,crusher,2450.2,88.22,8.27,154.44,597.46,86.44,23,1,high,day,1
EQ-DRILL-RIG-120,drill_rig,4357.0,71.02,6.01,222.29,437.78,83.97,37,0,low,night,0
EQ-EXCAVATOR-126,excavator,5001.1,76.7,6.72,225.71,433.24,76.13,36,1,medium,night,0
EQ-CONVEYOR-BELT-076,conveyor_belt,2912.7,56.2,1.57,77.53,196.17,75.38,5,1,low,night,0
EQ-CONVEYOR-BELT-118,conveyor_belt,3464.3,67.41,3.37,81.81,144.01,77.5,23,1,high,night,0
EQ-CONVEYOR-BELT-129,conveyor_belt,6471.5,71.85,4.34,60.36,218.82,59.27,25,2,low,night,0
EQ-CONVEYOR-BELT-084,conveyor_belt,2952.2,64.26,3.27,92.73,123.07,64.86,82,0,low,night,0
EQ-HAUL-TRUCK-038,haul_truck,4683.2,84.36,3.08,171.01,464.63,75.42,19,3,medium,day,0
EQ-EXCAVATOR-035,excavator,7221.6,78.19,5.44,231.81,514.18,95.53,24,1,low,night,0
EQ-BALL-MILL-064,ball_mill,3254.7,101.21,7.31,197.03,505.58,80.49,8,1,high,night,1
EQ-EXCAVATOR-001,excavator,1509.6,65.92,4.66,193.72,426.92,66.14,23,1,low,day,0
EQ-BALL-MILL-002,ball_mill,3353.5,93.37,7.71,113.3,526.58,73.45,48,1,high,night,0
EQ-CONVEYOR-BELT-056,conveyor_belt,4422.5,64.98,5.04,58.99,232.61,64.51,83,1,medium,night,0
EQ-HAUL-TRUCK-071,haul_truck,3847.6,89.17,2.77,163.96,481.51,81.93,11,1,medium,night,0
EQ-HAUL-TRUCK-002,haul_truck,1755.6,92.54,7.59,115.38,358.57,99.89,26,2,medium,day,1
EQ-CRUSHER-110,crusher,2578.4,87.64,8.63,204.38,630.43,103.47,62,0,high,night,1
EQ-CONVEYOR-BELT-129,conveyor_belt,3200.9,65.16,2.2,80.67,184.79,71.01,36,0,medium,night,0
EQ-CRUSHER-043,crusher,5550.5,95.49,8.04,203.83,658.67,98.92,31,1,high,day,1
EQ-HAUL-TRUCK-148,haul_truck,7617.4,80.71,2.25,160.39,390.43,84.95,22,0,low,night,0
EQ-HAUL-TRUCK-054,haul_truck,2865.0,85.09,4.12,204.75,545.49,81.34,42,1,high,night,0
EQ-BALL-MILL-128,ball_mill,7617.2,80.92,8.22,137.41,672.35,95.29,15,0,medium,day,0
EQ-DRILL-RIG-094,drill_rig,7506.4,80.26,8.53,232.93,416.22,104.2,35,3,low,day,0
EQ-CRUSHER-106,crusher,4888.6,92.66,6.4,167.78,535.96,65.44,58,2,medium,day,0
EQ-DRILL-RIG-058,drill_rig,2962.5,84.35,4.0,218.93,386.9,86.87,25,1,medium,night,0
EQ-BALL-MILL-065,ball_mill,3660.7,83.96,7.28,166.72,588.41,88.97,56,0,medium,day,1
EQ-CRUSHER-120,crusher,4025.6,94.43,7.25,210.08,644.71,105.43,17,1,medium,night,1
EQ-CONVEYOR-BELT-142,conveyor_belt,3745.8,58.95,5.59,117.41,143.64,64.87,4,2,low,night,0
EQ-EXCAVATOR-125,excavator,8045.2,71.1,5.4,230.21,445.11,89.66,37,3,medium,night,1
EQ-HAUL-TRUCK-064,haul_truck,3155.7,85.18,4.18,152.15,484.24,82.6,57,1,medium,day,0
EQ-HAUL-TRUCK-036,haul_truck,2956.7,93.03,4.37,134.36,533.47,74.53,37,0,medium,day,0
EQ-EXCAVATOR-135,excavator,3047.3,86.15,2.17,205.8,448.12,88.4,55,0,medium,night,0
EQ-DRILL-RIG-028,drill_rig,7918.2,73.81,9.09,191.51,379.03,85.94,58,0,medium,day,0
EQ-HAUL-TRUCK-105,haul_truck,2865.1,93.71,7.36,167.61,461.26,64.39,34,3,medium,night,1
EQ-EXCAVATOR-124,excavator,2215.4,90.57,7.02,213.3,362.25,92.55,17,1,medium,day,0
EQ-HAUL-TRUCK-136,haul_truck,3331.9,89.83,3.85,198.82,460.94,82.13,25,1,medium,night,0
EQ-CONVEYOR-BELT-096,conveyor_belt,3848.8,69.35,4.16,20.0,94.55,61.46,50,0,low,night,0
EQ-CRUSHER-123,crusher,3446.3,76.0,7.83,155.42,627.8,97.33,80,1,low,day,1
EQ-EXCAVATOR-132,excavator,5584.5,86.21,4.02,182.62,424.79,69.62,48,1,low,day,0
EQ-HAUL-TRUCK-063,haul_truck,3943.3,88.05,6.26,171.47,408.72,72.77,24,0,high,night,1
EQ-CONVEYOR-BELT-027,conveyor_belt,3886.3,69.59,4.02,95.36,219.28,73.65,32,1,medium,day,0
EQ-EXCAVATOR-091,excavator,3213.9,71.2,4.34,214.54,465.87,64.78,20,3,high,night,0
EQ-CRUSHER-049,crusher,4030.2,87.46,8.55,199.62,548.92,88.69,73,1,low,night,1
EQ-CONVEYOR-BELT-054,conveyor_belt,1526.1,56.58,2.8,85.84,101.57,52.69,37,2,high,night,0
EQ-CRUSHER-046,crusher,2776.5,94.25,5.74,161.73,517.02,90.41,63,0,high,day,0
EQ-BALL-MILL-135,ball_mill,5542.4,78.15,8.41,176.06,565.63,89.81,13,0,low,night,1
EQ-EXCAVATOR-093,excavator,3246.0,77.5,5.3,196.43,319.32,59.48,25,3,medium,night,0
EQ-EXCAVATOR-007,excavator,5117.2,84.6,4.87,213.75,378.15,82.39,48,3,high,day,0
EQ-HAUL-TRUCK-126,haul_truck,5035.6,82.02,5.65,124.09,494.53,80.71,57,1,medium,night,0
EQ-CRUSHER-045,crusher,6097.4,94.52,6.8,191.25,409.23,84.66,38,0,high,night,0
EQ-HAUL-TRUCK-084,haul_truck,2060.4,86.74,5.15,123.48,501.24,68.44,28,2,low,night,1
EQ-CRUSHER-129,crusher,3200.0,80.15,9.42,150.75,460.75,71.3,18,1,medium,night,0
EQ-DRILL-RIG-054,drill_rig,4727.2,87.96,5.42,236.1,339.92,77.42,104,1,low,night,0
EQ-HAUL-TRUCK-053,haul_truck,6603.2,91.57,4.55,142.65,402.25,66.57,25,0,high,night,0
EQ-EXCAVATOR-083,excavator,3109.4,77.65,8.27,207.61,493.67,90.27,23,2,medium,night,1
EQ-BALL-MILL-004,ball_mill,4474.1,96.64,7.72,168.45,635.45,90.35,27,1,medium,day,1
EQ-HAUL-TRUCK-007,haul_truck,4780.8,82.96,3.28,164.99,451.81,91.12,56,1,medium,day,0
EQ-CONVEYOR-BELT-034,conveyor_belt,6143.2,64.28,3.27,114.02,40.0,65.54,128,1,medium,day,0
EQ-DRILL-RIG-024,drill_rig,2492.9,82.1,6.86,227.52,401.95,63.34,61,4,medium,night,1
EQ-CONVEYOR-BELT-014,conveyor_belt,2215.1,77.25,4.33,88.33,273.36,66.42,22,1,medium,day,0
EQ-EXCAVATOR-081,excavator,4304.3,81.53,2.23,180.88,387.22,69.67,31,2,medium,night,0
EQ-CRUSHER-059,crusher,9653.5,92.78,5.16,160.49,553.69,70.56,19,2,medium,night,0
EQ-CRUSHER-055,crusher,1964.2,103.92,8.03,178.32,542.0,75.57,116,0,medium,night,0
EQ-DRILL-RIG-088,drill_rig,4942.9,81.57,5.8,212.9,513.86,86.24,51,0,low,night,0
EQ-EXCAVATOR-107,excavator,3322.7,76.41,3.45,216.74,305.43,64.12,55,1,medium,night,0
EQ-EXCAVATOR-106,excavator,2303.6,89.65,4.37,235.01,339.52,64.96,50,0,low,night,0
EQ-DRILL-RIG-130,drill_rig,3528.0,81.32,6.55,236.03,499.71,84.34,47,1,low,night,0
EQ-BALL-MILL-123,ball_mill,7346.7,97.84,8.67,199.61,554.59,88.69,35,0,medium,day,1
EQ-EXCAVATOR-014,excavator,4259.2,86.75,5.08,191.16,411.3,72.79,66,2,medium,night,1
EQ-DRILL-RIG-100,drill_rig,5707.4,79.65,8.26,218.38,458.78,78.01,35,2,medium,day,1
EQ-CRUSHER-105,crusher,1166.4,89.78,7.99,162.33,531.87,72.78,34,1,medium,day,0
EQ-CONVEYOR-BELT-061,conveyor_belt,2807.1,70.72,1.8,67.95,165.2,68.06,21,0,low,night,0
EQ-CRUSHER-037,crusher,5879.6,91.15,6.73,201.05,583.82,73.87,23,1,medium,day,0
EQ-EXCAVATOR-140,excavator,5593.5,68.86,6.43,230.34,327.25,54.27,2,1,high,day,0
EQ-EXCAVATOR-007,excavator,4905.9,82.81,3.25,203.88,270.73,65.91,37,0,high,night,0
EQ-CONVEYOR-BELT-114,conveyor_belt,7069.2,70.55,2.34,57.88,246.66,95.83,58,3,high,day,0
EQ-HAUL-TRUCK-092,haul_truck,3922.4,79.12,7.69,162.36,452.08,79.4,43,1,low,day,1
EQ-CRUSHER-021,crusher,3319.7,101.72,5.59,202.39,522.09,90.63,47,1,high,day,0
EQ-HAUL-TRUCK-128,haul_truck,6186.4,83.33,5.41,141.35,480.27,88.11,33,0,low,night,0
EQ-HAUL-TRUCK-002,haul_truck,4000.7,83.45,5.37,151.81,516.43,97.97,46,3,low,night,0
EQ-EXCAVATOR-031,excavator,4894.6,72.09,6.68,215.84,390.39,79.93,42,2,low,night,1
EQ-HAUL-TRUCK-010,haul_truck,3271.4,86.34,4.87,130.85,484.71,81.34,23,2,medium,day,0
EQ-CRUSHER-003,crusher,1617.3,84.16,8.7,237.6,573.96,81.5,41,2,low,day,1
EQ-DRILL-RIG-071,drill_rig,6623.3,94.26,3.03,201.86,355.95,50.69,16,3,high,night,0
EQ-DRILL-RIG-123,drill_rig,3089.4,71.61,6.8,245.23,521.48,65.66,18,2,medium,day,1
EQ-HAUL-TRUCK-087,haul_truck,3126.5,92.97,6.9,139.41,618.34,86.27,10,1,medium,day,0
EQ-CONVEYOR-BELT-070,conveyor_belt,2681.7,68.84,4.36,116.36,272.91,89.57,5,1,medium,night,0
EQ-DRILL-RIG-006,drill_rig,6181.2,80.84,8.69,276.13,379.47,83.68,17,0,medium,day,1
EQ-EXCAVATOR-048,excavator,5637.1,82.19,3.07,204.03,395.48,65.85,29,1,medium,night,0
EQ-BALL-MILL-032,ball_mill,3853.7,103.72,9.82,163.18,646.16,95.79,35,0,high,day,1
EQ-CONVEYOR-BELT-052,conveyor_belt,4263.7,61.97,3.17,94.71,118.37,80.95,79,1,medium,night,0
EQ-BALL-MILL-040,ball_mill,1880.4,100.61,7.86,141.24,625.14,105.48,70,0,medium,night,1
EQ-HAUL-TRUCK-053,haul_truck,3282.6,90.47,4.71,138.91,435.95,66.18,53,1,medium,day,0
EQ-EXCAVATOR-012,excavator,5176.4,69.72,7.27,218.98,394.09,81.57,26,0,low,night,0
EQ-HAUL-TRUCK-095,haul_truck,3469.2,70.54,4.89,185.82,502.43,73.33,14,3,low,night,0
EQ-HAUL-TRUCK-066,haul_truck,4900.3,84.76,7.84,154.14,406.83,85.76,11,1,high,day,0
EQ-BALL-MILL-134,ball_mill,2544.9,101.9,4.9,157.48,590.4,77.97,23,2,high,night,0
EQ-EXCAVATOR-131,excavator,1575.8,83.07,4.8,202.09,361.08,77.44,64,0,low,day,0
EQ-DRILL-RIG-144,drill_rig,1394.9,88.81,6.85,257.63,475.05,100.35,67,1,high,night,1
EQ-BALL-MILL-094,ball_mill,6424.1,75.95,7.93,175.61,571.87,88.11,75,0,high,night,0
EQ-CRUSHER-105,crusher,4010.5,87.18,6.64,185.41,557.67,79.55,42,1,medium,day,1
EQ-EXCAVATOR-073,excavator,4361.8,81.19,3.71,205.71,403.0,80.18,45,1,low,day,0
EQ-BALL-MILL-074,ball_mill,6262.0,93.34,8.01,151.63,469.74,91.26,29,1,medium,day,1
EQ-CRUSHER-090,crusher,4790.4,89.14,7.78,194.46,586.24,79.01,60,1,high,day,1
EQ-CRUSHER-039,crusher,3857.8,91.7,10.19,169.78,555.88,85.49,6,1,high,day,1
EQ-BALL-MILL-011,ball_mill,6008.6,85.74,5.15,221.2,522.13,78.59,25,0,medium,day,0
EQ-EXCAVATOR-064,excavator,4337.7,84.22,5.36,212.24,404.47,75.98,49,1,medium,night,0
EQ-CONVEYOR-BELT-055,conveyor_belt,3531.9,62.6,2.57,93.29,63.56,58.51,27,1,low,night,0
EQ-EXCAVATOR-080,excavator,6644.2,79.62,7.22,226.09,471.87,84.99,19,3,medium,day,0
EQ-HAUL-TRUCK-023,haul_truck,2981.0,89.09,6.57,155.59,567.05,97.98,50,4,high,day,1
EQ-CONVEYOR-BELT-105,conveyor_belt,2627.2,63.64,5.62,112.09,341.98,86.07,18,1,medium,night,0
EQ-BALL-MILL-017,ball_mill,3407.3,95.76,6.26,149.58,625.16,86.49,68,1,low,night,1
EQ-BALL-MILL-094,ball_mill,7767.6,70.16,5.8,128.22,611.04,69.78,21,2,medium,day,0
EQ-EXCAVATOR-115,excavator,5147.0,83.04,6.62,189.43,379.29,72.37,29,0,medium,day,0
EQ-CRUSHER-057,crusher,3868.1,105.46,8.99,183.75,596.6,82.43,22,2,medium,night,1
EQ-EXCAVATOR-149,excavator,5157.1,78.58,5.08,192.58,407.44,80.22,70,1,low,day,0
EQ-CRUSHER-108,crusher,4795.7,97.65,5.52,183.91,484.35,78.76,20,1,medium,day,0
EQ-EXCAVATOR-122,excavator,8018.1,73.42,3.42,206.22,353.77,66.01,53,4,medium,day,1
EQ-HAUL-TRUCK-130,haul_truck,5124.4,75.51,3.22,149.66,362.7,76.67,41,2,low,night,0
EQ-CONVEYOR-BELT-058,conveyor_belt,3800.6,60.17,4.37,63.49,132.43,55.99,19,1,medium,night,0
EQ-CONVEYOR-BELT-145,conveyor_belt,3113.2,77.02,3.9,106.06,251.27,83.77,23,0,medium,day,0
EQ-EXCAVATOR-083,excavator,2654.9,75.53,3.95,202.99,294.32,59.26,29,1,medium,day,0
EQ-CONVEYOR-BELT-145,conveyor_belt,4356.3,51.09,6.38,65.31,257.5,82.99,48,0,low,day,0
EQ-CONVEYOR-BELT-137,conveyor_belt,4525.6,67.96,5.19,82.45,178.43,70.79,62,0,medium,night,0
EQ-BALL-MILL-051,ball_mill,4613.5,101.17,5.88,175.05,572.12,84.21,37,0,low,night,1
EQ-CONVEYOR-BELT-133,conveyor_belt,1987.0,57.61,5.29,86.03,149.81,73.18,11,3,low,day,0
EQ-DRILL-RIG-143,drill_rig,4580.0,78.49,5.23,226.52,375.62,66.45,56,1,medium,night,0
EQ-CRUSHER-027,crusher,3767.6,87.24,8.44,172.67,407.04,70.43,90,1,medium,day,0
EQ-HAUL-TRUCK-036,haul_truck,1872.7,80.86,2.61,168.64,405.37,72.73,17,1,low,night,0
EQ-BALL-MILL-046,ball_mill,5609.9,91.1,6.38,172.84,589.6,84.18,59,0,high,day,0
EQ-EXCAVATOR-076,excavator,5387.6,86.37,5.26,211.99,382.23,67.35,138,0,high,day,0
EQ-CRUSHER-109,crusher,1674.8,85.16,6.68,232.41,538.48,86.8,1,1,high,night,0
EQ-HAUL-TRUCK-144,haul_truck,5629.0,85.8,5.26,210.24,403.13,65.66,66,1,low,day,0
EQ-EXCAVATOR-111,excavator,3581.9,76.4,4.89,205.35,442.33,70.51,17,0,low,night,0
EQ-CRUSHER-076,crusher,3301.9,96.04,5.77,205.65,560.14,92.71,14,2,medium,day,1
EQ-HAUL-TRUCK-141,haul_truck,3617.8,76.64,4.8,123.27,525.31,87.01,46,0,medium,day,0
EQ-EXCAVATOR-126,excavator,2202.3,76.9,6.3,166.44,381.4,75.69,56,1,low,day,0
EQ-DRILL-RIG-107,drill_rig,3215.0,84.02,3.77,229.25,389.26,69.73,25,3,high,day,0
EQ-CONVEYOR-BELT-112,conveyor_belt,4445.9,61.5,3.07,77.86,101.87,67.64,10,1,medium,day,0
EQ-HAUL-TRUCK-060,haul_truck,4980.8,95.95,5.35,108.77,429.19,90.45,41,0,medium,day,0
EQ-DRILL-RIG-080,drill_rig,7821.8,91.74,7.12,221.62,316.26,77.32,69,0,high,night,1
EQ-CRUSHER-027,crusher,3932.4,82.77,8.12,131.62,513.26,61.99,7,1,high,day,0
