equipment_id,equipment_type,operation_hours,temperature_celsius,vibration_mm_s,pressure_bar,current_amp,load_percentage,maintenance_days_since_last,failure_history_count,environment_dust_level,shift,failure_next_7_days
CON-11614,conveyor_belt,5792.2,61.06,8.63,8.17,326.95,72.61,58,6,medium,night,0
CRU-11615,crusher,5576.6,76.9,5.06,8.85,557.72,93.77,67,1,medium,day,0
CRU-11616,crusher,3085.8,78.98,7.23,7.72,514.18,62.01,43,2,low,night,0
PUM-11617,pump,3542.1,69.16,5.76,10.12,306.47,68.13,24,0,medium,day,0
TRU-11618,truck,7125.2,88.59,5.85,3.3,467.71,72.45,35,2,high,day,1
PUM-11619,pump,2914.3,69.25,5.6,11.06,360.72,77.25,138,1,high,day,0
TRU-11620,truck,2715.9,86.22,4.41,7.61,542.53,100.0,13,1,high,day,0
MIL-11621,mill,5308.7,81.63,7.7,6.61,488.03,94.29,51,0,high,day,1
TRU-11622,truck,5737.6,96.7,5.09,6.92,401.29,78.43,29,3,high,day,1
TRU-11623,truck,2158.3,84.78,5.43,8.52,474.86,75.65,7,1,high,night,0
MIL-11624,mill,3164.8,79.82,7.14,7.15,448.45,69.0,163,1,low,day,1
PUM-11625,pump,5055.8,66.48,4.92,8.22,336.46,61.86,77,0,high,day,0
MIL-11626,mill,5282.0,84.14,6.01,6.83,428.79,76.48,31,0,medium,night,1
TRU-11627,truck,2684.2,75.87,9.75,5.35,395.8,80.45,8,4,medium,day,1
CON-11628,conveyor_belt,3943.0,45.58,5.15,3.73,214.1,38.01,113,1,high,night,0
CRU-11629,crusher,4083.0,89.75,8.41,8.57,407.31,75.69,41,2,medium,night,1
CON-11630,conveyor_belt,5046.8,60.74,5.57,3.45,257.39,77.54,9,1,medium,day,0
PUM-11631,pump,1103.5,78.37,3.73,7.02,333.56,74.91,26,2,low,day,0
TRU-11632,truck,4459.0,95.6,5.78,6.62,514.74,87.56,67,1,medium,day,0
CRU-11633,crusher,6343.6,75.69,7.68,7.6,489.8,82.09,79,0,medium,day,0
CRU-11634,crusher,5079.2,70.41,4.07,6.3,590.61,72.64,114,1,high,day,1
PUM-11635,pump,4100.6,68.31,5.68,9.51,254.96,82.02,74,0,medium,night,0
CON-11636,conveyor_belt,3402.7,59.13,5.77,4.55,177.52,68.18,19,2,low,night,0
CON-11637,conveyor_belt,1960.4,65.34,6.33,2.86,292.02,53.5,147,2,medium,day,1
MIL-11638,mill,4898.8,83.63,9.24,6.91,496.37,70.24,39,4,medium,night,1
PUM-11639,pump,4317.7,85.11,6.54,10.68,304.52,67.91,62,0,high,day,0
CON-11640,conveyor_belt,4501.9,53.39,4.17,6.12,327.39,80.67,108,1,high,night,0
TRU-11641,truck,6751.1,81.39,6.64,8.66,434.5,62.54,128,1,medium,day,1
MIL-11642,mill,4371.9,82.45,7.92,4.96,607.77,79.43,64,1,medium,day,0
CRU-11643,crusher,7206.2,77.62,8.6,7.43,512.27,100.0,39,0,high,night,0
TRU-11644,truck,2264.9,83.9,8.02,5.23,373.23,71.52,12,5,high,day,0
PUM-11645,pump,2823.4,56.27,5.19,11.4,365.05,68.93,27,1,high,day,0
CON-11646,conveyor_belt,2453.7,65.27,4.79,4.42,320.41,63.58,55,2,low,day,0
PUM-11647,pump,5995.1,68.72,3.7,10.53,241.11,57.39,65,0,low,night,0
PUM-11648,pump,4622.3,73.92,2.46,10.44,226.93,65.21,82,0,medium,night,0
TRU-11649,truck,4258.6,72.79,7.45,6.88,398.98,70.0,56,3,medium,night,0
PUM-11650,pump,5175.1,69.49,4.59,9.92,259.79,64.43,99,0,medium,night,0
TRU-11651,truck,3944.5,75.52,4.69,6.62,460.97,73.29,16,1,medium,night,0
CRU-11652,crusher,4602.1,95.62,9.3,8.24,476.56,74.94,65,0,medium,day,0
MIL-11653,mill,5402.4,79.82,7.22,7.05,545.78,66.49,57,2,high,day,1
TRU-11654,truck,6757.3,76.28,4.75,5.63,371.01,63.77,38,2,high,night,0
TRU-11655,truck,2383.8,99.96,6.84,3.92,391.71,74.56,71,3,high,night,1
TRU-11656,truck,1896.7,73.87,6.27,7.31,468.23,61.56,47,0,low,day,0
CON-11657,conveyor_belt,4613.8,62.51,6.61,5.59,274.28,80.04,10,1,high,night,0
CON-11658,conveyor_belt,3752.1,71.42,5.43,3.26,225.58,70.12,39,0,medium,day,1
CON-11659,conveyor_belt,4430.8,76.98,6.1,5.53,278.8,74.52,35,1,medium,day,0
CON-11660,conveyor_belt,3384.7,66.25,4.96,5.41,310.13,67.19,91,0,high,day,0
TRU-11661,truck,7249.9,85.33,7.06,8.54,412.81,73.92,99,0,medium,day,0
CON-11662,conveyor_belt,6855.7,77.56,5.48,5.05,256.34,62.03,69,0,medium,night,0
CRU-11663,crusher,3977.7,91.54,6.62,8.98,641.36,100.0,48,1,high,day,0
CON-11664,conveyor_belt,10211.1,64.01,3.09,4.18,202.78,93.41,61,1,low,night,0
CRU-11665,crusher,3048.2,86.54,7.7,6.47,535.47,68.83,48,1,high,night,1
TRU-11666,truck,2695.1,76.96,7.38,6.23,439.76,72.54,103,2,medium,night,1
PUM-11667,pump,4471.5,88.23,7.26,8.44,258.4,69.71,23,1,medium,day,0
CRU-11668,crusher,2255.4,82.89,5.43,5.26,605.11,86.51,53,1,medium,day,0
CRU-11669,crusher,1256.1,95.65,7.32,6.79,591.17,97.96,12,2,medium,night,0
CRU-11670,crusher,6203.4,71.91,6.43,7.83,563.22,67.43,56,1,low,day,0
TRU-11671,truck,3105.2,78.06,6.79,5.28,501.84,92.53,49,2,medium,day,0
TRU-11672,truck,803.0,67.42,4.83,5.34,537.66,80.09,23,1,low,day,0
CON-11673,conveyor_belt,2325.7,60.32,5.08,3.19,180.49,62.57,24,1,low,day,0
PUM-11674,pump,4818.8,80.9,6.03,8.45,440.29,84.28,12,4,high,day,1
CRU-11675,crusher,3734.2,82.0,4.44,5.57,496.78,87.65,83,0,high,day,0
CON-11676,conveyor_belt,5671.7,75.7,8.45,2.86,234.49,80.06,73,1,medium,day,0
PUM-11677,pump,3761.0,66.52,4.14,9.14,330.04,85.63,41,0,high,night,0
MIL-11678,mill,6913.9,89.44,6.79,8.65,455.57,70.55,72,0,medium,night,0
TRU-11679,truck,4535.8,72.44,7.79,4.99,443.14,72.12,56,2,medium,day,0
CON-11680,conveyor_belt,5028.0,60.61,3.05,3.24,199.82,73.75,43,0,low,day,0
TRU-11681,truck,5193.3,77.52,5.15,6.25,376.11,66.67,64,1,low,night,0
CON-11682,conveyor_belt,2089.5,55.94,4.86,4.68,279.77,77.02,14,1,medium,day,0
PUM-11683,pump,2637.7,85.08,6.55,8.58,252.85,55.45,18,1,medium,night,0
PUM-11684,pump,3969.2,64.09,3.35,9.16,321.84,80.07,41,0,medium,day,0
CON-11685,conveyor_belt,5356.9,65.62,3.97,2.94,203.43,71.29,43,2,high,day,0
CON-11686,conveyor_belt,5655.9,57.91,4.19,6.06,161.32,88.2,103,1,high,night,0
CON-11687,conveyor_belt,6655.1,66.9,7.23,1.3,281.51,98.93,54,0,medium,night,0
MIL-11688,mill,5841.5,69.68,6.4,9.65,491.79,81.12,19,0,medium,day,0
PUM-11689,pump,5968.2,78.04,6.68,8.82,315.44,80.89,70,0,high,night,0
CON-11690,conveyor_belt,3722.4,65.67,3.33,5.69,190.19,69.61,94,1,medium,day,0
PUM-11691,pump,3917.4,78.78,2.4,9.75,323.88,85.3,28,1,medium,day,0
PUM-11692,pump,3216.9,66.32,4.09,9.51,294.33,61.32,62,1,medium,day,1
CRU-11693,crusher,2608.7,72.56,9.29,7.15,500.58,76.32,52,0,medium,night,0
TRU-11694,truck,5125.4,69.47,6.9,4.01,386.62,78.78,53,5,high,night,1
CON-11695,conveyor_belt,8040.5,56.63,6.45,4.73,251.97,72.91,23,1,medium,night,0
MIL-11696,mill,5278.1,87.17,4.7,5.67,532.26,83.79,58,1,low,day,1
PUM-11697,pump,1125.0,65.73,6.68,9.68,299.87,64.96,17,2,medium,night,0
MIL-11698,mill,3719.4,86.97,9.47,6.87,513.82,68.01,6,0,low,night,0
MIL-11699,mill,2338.9,98.74,8.42,7.67,427.16,80.61,86,0,high,day,1
TRU-11700,truck,2627.4,76.92,6.6,5.87,514.55,71.43,73,3,medium,day,1
CRU-11701,crusher,3520.6,86.78,8.37,5.94,561.4,95.04,6,2,medium,day,0
PUM-11702,pump,8889.5,74.27,6.1,7.94,304.14,71.43,53,2,medium,night,0
TRU-11703,truck,9825.1,67.4,6.18,6.28,387.92,76.66,32,0,low,day,0
CRU-11704,crusher,6454.4,103.19,9.48,5.5,424.62,80.37,127,0,high,day,1
TRU-11705,truck,5382.2,61.22,8.4,7.2,478.73,89.41,70,0,low,night,0
TRU-11706,truck,2167.1,63.01,3.1,6.65,459.15,67.55,39,1,low,night,0
CON-11707,conveyor_belt,3404.4,58.04,4.04,3.85,172.9,40.61,33,1,medium,day,0
MIL-11708,mill,9447.5,87.78,8.53,7.68,363.57,75.26,52,0,medium,night,1
CRU-11709,crusher,7618.5,94.18,9.44,5.57,492.37,79.39,57,1,medium,day,1
PUM-11710,pump,8031.5,62.52,7.05,10.95,150.45,55.49,66,3,medium,day,1
TRU-11711,truck,4111.8,84.81,5.41,6.08,394.59,77.2,10,1,high,night,0
CON-11712,conveyor_belt,2172.6,66.58,4.12,6.81,393.19,81.63,42,0,high,day,0
CRU-11713,crusher,1876.9,80.99,2.6,5.65,542.97,63.69,78,0,medium,day,0
TRU-11714,truck,5940.9,95.6,5.33,6.56,403.25,65.1,71,3,low,day,0
PUM-11715,pump,1615.3,68.38,5.29,8.99,341.2,66.98,41,1,low,day,0
CRU-11716,crusher,4161.2,91.77,5.09,7.42,612.07,80.48,47,3,high,day,0
MIL-11717,mill,2765.0,79.87,10.19,5.01,538.5,89.08,17,4,high,day,1
TRU-11718,truck,4011.2,79.7,8.14,7.81,525.86,86.65,45,2,high,day,1
PUM-11719,pump,3567.5,76.24,7.24,9.79,298.83,68.34,36,0,medium,night,0
PUM-11720,pump,9782.1,81.51,3.31,8.79,324.93,90.97,104,0,medium,night,0
CON-11721,conveyor_belt,3949.6,49.6,6.16,3.95,293.49,73.37,50,2,high,night,0
MIL-11722,mill,6229.2,79.91,8.03,6.71,509.76,63.46,37,0,low,day,0
MIL-11723,mill,2342.4,83.22,7.42,8.15,442.58,70.36,77,0,low,night,1
TRU-11724,truck,2715.0,83.54,5.94,3.99,362.25,62.26,12,2,low,day,0
CON-11725,conveyor_belt,4357.0,50.44,4.22,3.62,294.12,75.68,42,0,low,night,0
CON-11726,conveyor_belt,5922.2,71.58,2.57,4.19,137.09,73.99,67,1,medium,day,0
PUM-11727,pump,5480.3,68.12,7.42,8.6,504.61,87.77,153,1,medium,night,1
MIL-11728,mill,6046.1,89.29,9.08,6.75,377.45,62.51,18,2,low,day,0
CON-11729,conveyor_belt,975.4,72.05,5.08,6.34,293.0,76.57,70,1,high,night,0
PUM-11730,pump,4488.6,76.35,4.9,9.35,288.8,86.85,46,2,low,night,0
CON-11731,conveyor_belt,6506.4,56.04,3.75,3.83,275.99,78.85,45,4,high,day,0
CON-11732,conveyor_belt,5543.8,55.24,5.91,5.89,311.67,73.5,63,0,high,day,0
MIL-11733,mill,4840.6,75.55,6.0,9.47,532.76,83.33,34,3,low,night,0
PUM-11734,pump,4616.3,73.4,4.51,10.49,350.91,67.72,71,0,low,day,0
TRU-11735,truck,5396.8,82.66,6.24,2.53,374.93,65.04,56,0,medium,day,0
MIL-11736,mill,1877.3,73.08,6.45,6.66,587.13,75.93,27,3,high,day,0
TRU-11737,truck,3760.5,74.68,8.52,6.0,404.77,73.58,45,2,low,day,0
TRU-11738,truck,4688.4,70.46,7.61,5.09,460.01,69.35,87,2,low,night,1
CRU-11739,crusher,3347.7,80.31,8.29,7.28,638.95,83.78,50,1,medium,night,0
CRU-11740,crusher,4230.8,78.59,8.86,6.17,551.81,65.95,55,2,medium,day,0
TRU-11741,truck,7224.9,82.51,4.1,7.1,376.71,77.81,40,0,low,night,0
TRU-11742,truck,2883.3,82.29,5.16,5.95,447.99,77.13,55,0,medium,day,0
MIL-11743,mill,5499.1,69.36,8.47,7.1,330.4,77.92,110,0,medium,day,1
CON-11744,conveyor_belt,2443.4,52.17,3.38,1.94,211.89,71.96,38,2,medium,night,0
CRU-11745,crusher,3869.8,91.27,8.34,6.95,520.16,77.35,67,1,high,day,1
MIL-11746,mill,9994.6,79.43,8.23,5.59,498.48,70.11,36,1,low,night,0
CON-11747,conveyor_belt,5858.9,75.79,5.75,3.95,269.23,65.78,34,0,high,night,1
CON-11748,conveyor_belt,3775.4,67.97,3.12,4.03,395.24,72.0,75,1,low,day,0
TRU-11749,truck,3786.6,67.73,7.41,7.06,338.83,63.52,17,3,high,day,1
MIL-11750,mill,3980.8,105.04,7.4,3.95,545.25,96.05,107,1,low,day,1
CON-11751,conveyor_belt,4300.8,61.93,5.47,4.7,95.43,50.87,15,1,medium,day,0
PUM-11752,pump,2296.9,73.99,4.14,9.75,341.23,72.61,7,0,medium,night,0
CRU-11753,crusher,6367.1,81.03,7.97,6.02,534.34,86.39,16,1,high,night,1
PUM-11754,pump,2215.8,55.12,5.53,10.45,303.02,74.8,58,1,medium,night,0
CRU-11755,crusher,3276.5,86.74,6.09,5.99,477.49,77.67,23,2,medium,night,0
PUM-11756,pump,4518.0,72.21,6.38,8.78,295.94,89.78,38,2,medium,day,0
TRU-11757,truck,3223.8,85.48,6.09,7.57,466.25,81.55,47,1,medium,night,0
CRU-11758,crusher,2931.3,70.91,7.35,5.18,392.2,79.8,64,1,medium,night,0
MIL-11759,mill,2004.4,61.4,7.07,5.24,470.88,66.72,38,0,low,day,0
TRU-11760,truck,2049.2,91.88,4.7,3.98,470.35,68.13,15,2,medium,day,0
CRU-11761,crusher,3335.2,78.68,8.22,6.63,418.77,97.13,44,1,medium,day,0
CON-11762,conveyor_belt,8445.1,53.1,7.02,2.77,250.86,76.69,21,1,medium,day,0
PUM-11763,pump,4368.6,80.91,5.32,7.75,186.33,73.6,172,3,low,night,1
TRU-11764,truck,688.3,63.82,2.02,6.5,392.94,74.84,47,1,high,day,0
CON-11765,conveyor_belt,3482.3,59.29,4.33,3.36,260.48,59.06,84,2,medium,night,0
PUM-11766,pump,4891.8,57.47,4.74,9.82,196.03,71.03,9,0,low,night,0
TRU-11767,truck,2022.8,73.57,3.74,5.97,513.31,70.18,20,1,medium,night,0
PUM-11768,pump,4125.8,86.32,5.46,8.81,209.9,62.11,27,0,medium,day,0
TRU-11769,truck,2488.8,75.92,9.88,5.01,411.34,65.32,25,1,medium,night,0
PUM-11770,pump,1375.3,67.53,6.77,9.87,256.21,65.09,66,3,low,night,0
CON-11771,conveyor_belt,2959.1,78.05,6.89,5.84,303.42,73.74,98,0,medium,day,0
CRU-11772,crusher,2166.1,82.3,6.34,6.71,612.66,99.21,48,1,low,night,0
PUM-11773,pump,3473.5,61.27,4.74,9.56,359.04,73.51,14,1,high,night,0
CRU-11774,crusher,1126.8,88.89,8.37,5.25,549.37,89.25,33,2,low,night,0
CON-11775,conveyor_belt,4745.0,54.35,5.67,6.37,256.6,91.38,27,5,low,night,0
TRU-11776,truck,2737.4,88.95,7.55,5.83,369.39,69.39,25,1,low,night,1
PUM-11777,pump,5432.9,65.7,5.72,8.42,314.07,63.65,23,0,medium,day,0
CRU-11778,crusher,2904.4,81.69,8.23,6.81,492.85,77.68,32,0,high,day,1
TRU-11779,truck,3505.6,85.05,6.76,5.13,441.7,55.94,102,0,medium,night,1
PUM-11780,pump,3713.5,91.85,2.69,8.46,274.36,78.36,32,0,low,day,0
PUM-11781,pump,3140.7,62.57,8.02,9.72,247.52,67.6,14,2,low,day,0
PUM-11782,pump,3238.0,87.54,6.49,9.35,290.77,79.93,13,2,low,day,0
CRU-11783,crusher,3539.5,79.42,7.95,7.42,536.55,77.1,81,2,medium,day,0
PUM-11784,pump,4758.1,78.86,7.76,9.44,344.08,85.42,67,2,low,night,0
CON-11785,conveyor_belt,2751.1,43.23,3.66,3.13,282.41,74.46,36,0,medium,day,0
CRU-11786,crusher,4411.8,72.56,4.73,7.88,526.38,91.67,70,1,low,day,0
PUM-11787,pump,2426.6,81.02,2.75,9.12,207.35,79.38,35,0,medium,day,0
MIL-11788,mill,6291.8,100.62,6.68,4.68,489.09,78.76,43,0,high,day,0
MIL-11789,mill,3407.4,81.46,5.58,6.57,549.46,77.87,56,3,medium,night,0
MIL-11790,mill,3735.3,86.97,5.8,6.91,468.98,81.22,59,0,medium,day,0
CRU-11791,crusher,3865.5,91.49,6.83,9.14,531.51,78.9,20,0,medium,night,0
CON-11792,conveyor_belt,4227.6,71.12,4.91,3.88,356.34,71.08,85,2,high,day,0
TRU-11793,truck,2917.0,94.46,7.0,6.81,359.46,67.28,62,1,medium,night,0
PUM-11794,pump,2401.3,71.45,4.83,11.37,272.01,58.44,35,3,low,day,0
TRU-11795,truck,5828.7,70.84,5.73,5.71,458.34,87.29,44,0,high,night,0
CRU-11796,crusher,4346.4,68.04,7.66,6.58,516.8,80.78,18,1,medium,night,0
TRU-11797,truck,2342.3,84.82,6.17,5.14,358.96,79.84,53,1,high,day,0
TRU-11798,truck,4530.2,73.43,7.73,6.14,467.03,77.62,62,0,high,night,0
CON-11799,conveyor_belt,3236.0,58.55,3.94,4.06,197.41,72.88,52,0,high,night,0
CON-11800,conveyor_belt,4573.6,58.83,5.14,4.35,279.74,74.41,13,1,medium,night,0
TRU-11801,truck,3940.7,91.02,8.03,5.54,430.49,68.88,58,2,medium,day,1
TRU-11802,truck,6819.2,76.23,6.7,5.26,507.02,67.92,56,3,medium,night,0
TRU-11803,truck,3657.6,86.19,7.22,6.77,530.7,65.4,58,1,medium,night,0
PUM-11804,pump,5255.8,77.42,4.92,11.51,300.61,74.68,26,0,medium,night,0
PUM-11805,pump,4561.9,91.25,6.85,12.1,284.72,69.16,41,0,low,day,0
CRU-11806,crusher,3098.6,76.01,5.98,9.09,573.14,86.82,32,0,high,day,0
TRU-11807,truck,5237.7,69.5,5.78,6.94,606.94,94.47,51,1,medium,day,0
TRU-11808,truck,8241.3,69.15,7.4,6.39,430.62,52.1,27,0,low,night,0
TRU-11809,truck,9849.6,86.93,9.19,7.04,502.43,92.26,19,1,low,night,1
CRU-11810,crusher,2294.5,99.89,5.42,7.63,533.67,90.34,105,0,medium,day,1
TRU-11811,truck,3675.8,90.45,4.55,5.48,422.47,87.66,58,0,medium,day,0
TRU-11812,truck,3316.9,90.53,7.41,3.77,484.86,87.08,93,0,low,night,0
PUM-11813,pump,3524.4,81.83,7.53,9.12,273.83,88.12,19,1,high,day,0
MIL-11814,mill,3024.0,74.51,5.87,7.38,558.21,67.12,55,1,low,day,0
MIL-11815,mill,4023.3,69.2,6.45,6.61,506.14,78.2,46,2,medium,night,0
TRU-11816,truck,1700.0,84.01,5.35,7.8,453.35,73.65,54,0,medium,day,1
PUM-11817,pump,3142.2,68.8,4.98,9.44,415.87,66.26,122,2,medium,day,0
PUM-11818,pump,3540.1,64.31,6.84,11.95,268.72,84.31,78,1,medium,day,0
TRU-11819,truck,8300.7,80.54,4.88,5.83,516.36,60.83,25,1,medium,day,0
TRU-11820,truck,2685.1,80.27,5.57,6.44,508.65,62.07,102,1,low,day,0
MIL-11821,mill,3594.7,82.69,5.93,6.7,506.69,60.63,19,0,medium,day,0
TRU-11822,truck,3379.7,80.68,5.05,4.93,425.21,59.16,36,1,medium,day,1
PUM-11823,pump,2470.0,71.69,5.69,10.59,334.68,84.07,62,3,low,night,0
TRU-11824,truck,3178.7,74.25,8.98,5.89,325.34,50.55,82,2,low,night,0
CON-11825,conveyor_belt,2964.8,52.42,4.73,2.53,280.39,64.64,51,0,medium,night,0
PUM-11826,pump,2119.9,65.26,3.06,9.7,364.69,68.41,72,1,high,day,0
CON-11827,conveyor_belt,3218.9,55.48,4.5,1.0,174.84,78.51,61,0,medium,night,0
PUM-11828,pump,3006.0,87.81,3.97,10.6,321.8,76.58,34,0,medium,day,0
PUM-11829,pump,4452.5,81.94,4.28,11.83,339.87,75.36,47,1,medium,night,0
CON-11830,conveyor_belt,4417.9,47.11,4.17,4.58,150.69,81.64,60,1,low,night,0
MIL-11831,mill,2943.5,59.59,8.43,6.2,438.59,70.0,31,1,low,night,0
TRU-11832,truck,6831.1,71.95,5.3,5.09,438.2,90.57,92,1,medium,night,1
PUM-11833,pump,3327.1,77.38,4.7,10.17,185.03,73.38,22,0,medium,day,0
MIL-11834,mill,6920.4,82.03,8.05,8.15,527.37,96.07,99,0,low,day,0
TRU-11835,truck,8872.7,93.14,4.76,6.35,448.34,85.94,19,1,medium,night,1
TRU-11836,truck,1622.0,84.19,5.9,6.26,493.45,76.21,51,3,medium,day,0
CRU-11837,crusher,10548.9,85.66,8.67,7.18,527.62,72.92,39,2,medium,night,0
MIL-11838,mill,11185.4,79.92,7.56,6.48,443.3,75.95,71,0,medium,night,1
CRU-11839,crusher,3374.9,73.3,9.3,6.67,594.46,85.98,50,2,medium,night,0
PUM-11840,pump,3486.1,69.52,4.14,11.49,348.55,96.2,29,1,medium,night,0
CRU-11841,crusher,7248.9,82.84,8.38,7.16,592.23,86.97,139,0,high,day,1
TRU-11842,truck,2351.3,71.58,5.18,7.67,565.64,70.77,25,0,low,day,0
MIL-11843,mill,3569.7,104.14,7.47,6.01,521.49,82.54,52,2,high,day,1
CRU-11844,crusher,2080.4,77.31,6.79,7.06,514.06,74.13,38,0,low,night,0
CON-11845,conveyor_belt,3892.3,52.43,6.9,3.54,276.81,73.65,15,1,low,day,0
MIL-11846,mill,5445.5,85.2,8.31,8.24,453.99,75.79,15,0,low,night,0
PUM-11847,pump,5288.1,60.94,7.29,9.2,293.04,61.86,64,0,medium,day,0
TRU-11848,truck,5416.4,79.63,9.23,6.39,390.25,75.97,31,2,low,night,0
PUM-11849,pump,3142.6,81.59,5.36,8.05,341.5,78.71,18,0,high,day,1
TRU-11850,truck,8295.0,92.83,6.59,2.32,394.55,74.84,67,1,medium,day,1
MIL-11851,mill,4094.6,85.37,5.84,7.09,429.73,76.88,48,2,high,day,0
PUM-11852,pump,5292.0,77.66,7.0,8.05,369.74,82.8,65,0,low,day,0
CRU-11853,crusher,1601.7,76.49,6.89,10.18,616.05,100.0,50,2,low,day,1
CON-11854,conveyor_belt,5046.7,66.91,7.33,5.22,221.73,65.84,29,2,medium,night,0
CON-11855,conveyor_belt,2809.7,65.96,3.76,3.6,250.44,64.45,20,1,low,night,0
TRU-11856,truck,5527.1,90.45,6.64,6.47,441.05,79.88,14,3,low,night,1
MIL-11857,mill,9699.5,85.24,6.51,3.97,510.74,77.31,30,2,high,day,1
MIL-11858,mill,11990.1,85.83,10.19,6.03,515.39,81.69,142,2,high,day,1
PUM-11859,pump,3816.0,85.83,5.79,8.27,331.59,84.9,108,2,medium,night,0
PUM-11860,pump,4941.6,65.83,5.22,8.86,249.43,73.89,10,1,medium,night,0
CRU-11861,crusher,2101.3,78.19,8.76,6.19,538.04,95.39,44,1,high,night,0
PUM-11862,pump,2104.0,76.1,5.55,8.16,222.09,66.2,71,0,medium,day,0
CRU-11863,crusher,3351.5,83.89,5.32,7.14,625.34,83.99,31,1,low,night,0
PUM-11864,pump,5702.4,79.54,5.73,8.93,252.64,75.87,77,2,medium,day,1
PUM-11865,pump,4972.0,69.08,2.23,8.73,221.57,68.35,79,1,medium,night,0
MIL-11866,mill,4947.8,79.05,7.0,8.14,435.15,95.61,17,2,low,night,1
TRU-11867,truck,1894.5,92.0,5.46,6.67,337.81,60.71,60,2,low,day,0
CRU-11868,crusher,3341.1,90.96,5.92,9.86,563.3,80.57,87,1,high,night,0
MIL-11869,mill,3622.3,89.28,6.11,5.95,673.63,81.52,93,2,high,day,0
CRU-11870,crusher,2412.2,99.11,7.86,8.16,516.61,68.69,55,2,high,day,1
MIL-11871,mill,1142.0,79.78,7.56,6.47,412.25,68.92,46,1,high,night,0
PUM-11872,pump,1324.0,71.36,6.09,9.51,256.06,71.24,36,1,low,night,0
CON-11873,conveyor_belt,14833.9,74.36,6.07,3.47,253.15,72.33,29,1,low,night,0
MIL-11874,mill,5216.9,90.71,4.84,7.08,560.66,95.11,76,0,low,night,0
MIL-11875,mill,1248.0,75.89,4.75,6.25,506.19,90.27,51,0,low,night,0
CRU-11876,crusher,7260.0,77.24,5.61,6.31,539.26,85.8,113,1,low,night,0
CRU-11877,crusher,4751.1,98.1,8.37,8.81,458.2,88.73,55,3,high,night,1
CON-11878,conveyor_belt,3820.7,71.65,6.33,4.1,129.73,60.68,56,2,low,day,0
CRU-11879,crusher,3379.9,81.83,6.44,7.33,567.71,77.47,37,1,low,night,0
TRU-11880,truck,6008.6,70.73,5.33,6.97,404.65,75.1,42,2,high,day,0
TRU-11881,truck,5240.0,71.86,6.41,7.1,420.87,76.47,54,1,low,night,0
CON-11882,conveyor_belt,4925.9,44.86,6.18,3.05,212.71,60.77,73,1,low,night,0
CRU-11883,crusher,5408.0,96.02,6.19,8.02,467.94,84.48,14,0,low,day,0
TRU-11884,truck,3203.2,74.48,7.9,4.22,474.4,71.18,51,1,medium,night,0
CRU-11885,crusher,4516.7,88.92,8.67,7.98,582.35,78.94,28,1,medium,night,0
CON-11886,conveyor_belt,3919.0,58.64,4.95,6.21,177.3,42.18,76,2,low,day,0
MIL-11887,mill,2040.5,78.66,7.17,8.4,539.34,56.59,57,0,medium,day,0
CRU-11888,crusher,2216.6,70.98,9.53,5.72,430.78,74.35,111,1,medium,night,0
TRU-11889,truck,4777.1,63.76,8.42,3.79,501.58,91.72,26,1,medium,day,0
MIL-11890,mill,3063.6,88.65,3.66,9.41,535.97,70.68,43,1,medium,day,0
CRU-11891,crusher,6148.2,99.69,6.29,7.84,589.98,90.05,34,0,medium,day,0
PUM-11892,pump,4076.8,62.76,3.71,9.47,290.7,71.99,126,4,medium,night,0
PUM-11893,pump,4978.3,73.34,7.15,8.52,356.72,82.14,83,1,medium,day,0
PUM-11894,pump,2946.6,80.92,3.39,10.8,248.46,80.17,17,0,medium,night,0
PUM-11895,pump,7922.4,82.79,6.32,9.43,315.78,75.61,48,0,medium,night,1
MIL-11896,mill,2231.0,87.12,7.92,6.54,512.89,84.0,10,4,high,day,1
CON-11897,conveyor_belt,3399.5,62.75,0.5,4.46,220.59,57.9,25,1,high,day,0
PUM-11898,pump,8632.6,82.66,7.31,9.05,195.03,56.4,54,1,medium,night,1
CRU-11899,crusher,1417.9,96.28,9.89,6.76,572.68,91.91,72,4,medium,day,1
CRU-11900,crusher,5104.4,85.4,5.64,4.73,570.22,84.31,21,4,low,night,1
TRU-11901,truck,6420.0,81.33,6.22,4.98,433.6,80.95,58,0,medium,night,1
CRU-11902,crusher,4428.8,75.02,6.64,7.88,592.09,78.82,47,1,low,day,0
CON-11903,conveyor_belt,5125.0,75.14,5.7,2.27,217.77,58.55,59,0,medium,night,0
MIL-11904,mill,4980.8,76.66,8.81,5.78,530.93,95.55,25,2,high,day,0
CRU-11905,crusher,4679.1,78.02,7.64,6.59,613.49,65.9,99,1,medium,day,1
TRU-11906,truck,4399.2,66.82,8.87,7.04,505.9,68.01,32,1,medium,day,0
TRU-11907,truck,3563.1,84.27,7.48,5.49,449.38,79.46,47,1,medium,day,0
TRU-11908,truck,2692.7,87.75,6.18,6.54,455.06,74.06,75,4,low,day,1
PUM-11909,pump,1325.9,84.64,4.73,8.4,273.75,72.31,50,0,low,night,0
TRU-11910,truck,6732.1,75.24,6.14,6.59,419.56,70.27,55,2,low,night,0
TRU-11911,truck,7823.0,76.71,5.0,7.1,401.88,77.35,55,0,low,day,0
TRU-11912,truck,2386.4,69.8,5.56,5.47,423.62,70.08,69,2,low,day,0
