equipment_id,operation_hours,temperature_celsius,vibration_mm_s,pressure_bar,current_amp,load_percentage,maintenance_days_since_last,failure_history_count,failure_next_7_days,high_temperature_flag,high_vibration_flag,maintenance_risk_flag,operational_stress_score,equipment_type_conveyor_belt,equipment_type_crusher,equipment_type_mill,equipment_type_pump,equipment_type_truck,environment_dust_level_high,environment_dust_level_low,environment_dust_level_medium,shift_day,shift_night
TRU-12697,5194.5,89.24,5.68,5.26,571.6,94.04,25,2,0,1,0,0,0.49363982093857894,0,0,0,0,1,1,0,0,0,1
MIL-12698,6651.6,80.74,7.02,6.65,551.07,63.24,9,3,1,0,0,1,0.4304137516284547,0,0,1,0,0,0,0,1,1,0
PUM-12699,5598.0,71.64,6.95,8.33,277.69,56.52,41,1,0,0,0,0,0.36667726722285315,0,0,0,1,0,0,1,0,0,1
PUM-12700,6758.6,68.39,7.4,9.53,253.63,69.13,32,3,0,0,0,1,0.40104744675898085,0,0,0,1,0,1,0,0,0,1
CON-12701,3782.9,51.3,7.55,2.93,312.02,73.8,58,1,0,0,1,0,0.33752095071173854,1,0,0,0,0,1,0,0,0,1
TRU-12702,2125.8,80.33,4.93,6.73,464.96,58.43,19,0,0,0,0,0,0.3257108804798671,0,0,0,0,1,0,1,0,0,1
MIL-12703,5965.8,84.88,7.98,7.97,355.08,64.74,64,0,0,0,1,0,0.4621368147390393,0,0,1,0,0,1,0,0,1,0
CON-12704,6245.0,59.9,1.91,2.83,238.42,56.91,36,1,0,0,0,0,0.25506773663387594,1,0,0,0,0,0,0,1,1,0
PUM-12705,3372.3,70.85,4.03,10.9,306.26,76.76,34,2,0,0,0,0,0.33377601127786305,0,0,0,1,0,1,0,0,0,1
CRU-12706,3301.7,84.66,7.9,6.5,501.35,82.16,57,3,1,0,1,1,0.47216978217063965,0,1,0,0,0,0,1,0,1,0
TRU-12707,8087.5,67.68,6.35,6.43,377.04,87.19,47,0,0,0,0,0,0.454408779218754,0,0,0,0,1,1,0,0,0,1
CON-12708,2462.2,61.6,6.5,4.69,310.7,67.47,20,2,0,0,0,0,0.3060728743342728,1,0,0,0,0,0,0,1,0,1
PUM-12709,3580.6,81.13,4.7,8.31,287.27,63.63,26,0,0,0,0,0,0.34513048931368584,0,0,0,1,0,0,1,0,0,1
CON-12710,10039.8,69.48,4.11,4.58,269.73,72.37,55,1,0,0,0,0,0.4125865271094596,1,0,0,0,0,0,1,0,1,0
MIL-12711,1053.8,92.08,6.89,7.67,397.93,74.74,21,1,0,1,0,0,0.41172957894797674,0,0,1,0,0,1,0,0,1,0
CON-12712,3109.3,67.93,6.99,2.36,190.15,60.94,59,2,0,0,0,0,0.33507152338004426,1,0,0,0,0,1,0,0,1,0
CRU-12713,3220.8,73.9,6.97,9.55,634.45,77.38,84,1,1,0,0,0,0.43309494422557876,0,1,0,0,0,1,0,0,1,0
PUM-12714,2285.5,73.94,8.92,8.73,419.59,81.19,33,0,0,0,1,0,0.42390515648703475,0,0,0,1,0,0,1,0,0,1
CON-12715,4590.9,63.75,4.66,3.94,178.85,68.39,88,1,0,0,0,0,0.3322205979813764,1,0,0,0,0,0,0,1,1,0
TRU-12716,7052.6,84.95,7.85,4.26,445.54,71.36,61,0,0,0,1,0,0.49405231082791173,0,0,0,0,1,0,0,1,1,0
PUM-12717,3675.7,82.15,4.69,12.62,270.56,76.04,11,0,0,0,0,0,0.36946497927522176,0,0,0,1,0,1,0,0,1,0
TRU-12718,3118.9,79.72,6.4,6.13,375.47,62.48,87,2,0,0,0,0,0.39080229787915255,0,0,0,0,1,0,0,1,0,1
TRU-12719,3234.8,77.94,7.05,6.07,459.74,73.42,57,1,0,0,0,0,0.41467570600910375,0,0,0,0,1,1,0,0,0,1
PUM-12720,3250.8,82.32,5.32,7.82,402.29,78.72,84,0,0,0,0,0,0.4202722325373056,0,0,0,1,0,0,1,0,0,1
PUM-12721,4566.5,73.29,8.26,8.65,292.15,59.41,57,2,0,0,1,0,0.3933686607189578,0,0,0,1,0,0,0,1,1,0
PUM-12722,4620.0,77.61,6.6,9.83,232.73,72.3,34,1,0,0,0,0,0.39615552400228926,0,0,0,1,0,0,1,0,0,1
CON-12723,6592.7,60.6,6.56,3.1,291.66,66.97,43,0,0,0,0,0,0.36395198448224636,1,0,0,0,0,0,0,1,1,0
CON-12724,1344.0,49.65,2.61,4.92,213.27,73.05,46,0,0,0,0,0,0.2097119658215516,1,0,0,0,0,0,0,1,0,1
MIL-12725,4712.7,80.69,6.4,8.34,527.19,89.6,45,1,1,0,0,0,0.46758466828842704,0,0,1,0,0,0,0,1,1,0
CRU-12726,4985.2,80.53,9.65,8.24,622.09,84.97,35,0,1,0,1,0,0.5139918805507153,0,1,0,0,0,0,0,1,0,1
CON-12727,3527.0,55.33,5.49,4.12,261.68,55.6,31,0,0,0,0,0,0.25907537925957835,1,0,0,0,0,0,0,1,0,1
CRU-12728,3158.6,88.64,7.19,6.12,448.35,72.62,47,1,0,1,0,0,0.4424278588528361,0,1,0,0,0,0,0,1,1,0
CON-12729,4663.4,78.84,8.29,4.9,254.72,65.65,52,0,0,0,1,0,0.42146905615276414,1,0,0,0,0,0,0,1,0,1
TRU-12730,4090.9,77.34,6.15,7.29,383.53,59.26,16,0,0,0,0,0,0.3556158827996398,0,0,0,0,1,0,0,1,1,0
TRU-12731,3224.7,81.77,5.67,7.53,414.89,65.44,77,0,0,0,0,0,0.3922104170096505,0,0,0,0,1,0,0,1,1,0
CRU-12732,7745.6,101.09,8.2,7.02,594.03,85.08,33,3,1,1,1,1,0.5878827367805083,0,1,0,0,0,1,0,0,1,0
PUM-12733,2316.6,56.13,6.79,10.5,324.34,81.77,47,2,0,0,0,0,0.3357731768575721,0,0,0,1,0,0,1,0,1,0
CON-12734,3221.5,65.57,6.58,3.86,267.1,73.52,23,2,0,0,0,0,0.3410146974332133,1,0,0,0,0,0,0,1,1,0
TRU-12735,3827.6,75.37,6.18,5.38,478.82,67.02,81,2,0,0,0,0,0.39774573679480946,0,0,0,0,1,1,0,0,0,1
TRU-12736,3135.6,89.93,7.01,5.71,348.94,55.58,57,3,0,1,0,1,0.4026381417636541,0,0,0,0,1,0,1,0,0,1
TRU-12737,4291.3,76.3,7.45,5.41,382.17,70.04,33,0,0,0,0,0,0.4063730643865632,0,0,0,0,1,1,0,0,1,0
TRU-12738,6652.8,65.74,4.48,5.55,451.78,64.37,45,0,0,0,0,0,0.3543253024680449,0,0,0,0,1,0,0,1,0,1
CRU-12739,3301.4,89.87,11.37,7.14,559.5,76.11,21,2,1,1,1,0,0.5186286116340636,0,1,0,0,0,1,0,0,1,0
CON-12740,6228.7,57.09,4.68,4.8,348.52,65.25,21,1,0,0,0,0,0.309756778997193,1,0,0,0,0,1,0,0,1,0
PUM-12741,2598.0,74.92,2.47,10.11,369.95,62.55,59,1,0,0,0,0,0.2953616383198332,0,0,0,1,0,0,1,0,1,0
TRU-12742,7165.9,85.73,7.11,5.25,460.48,81.12,168,3,1,1,0,1,0.5537733703581899,0,0,0,0,1,1,0,0,1,0
CRU-12743,5160.4,79.18,6.47,7.87,473.53,76.52,97,0,0,0,0,1,0.4586439045792158,0,1,0,0,0,0,0,1,0,1
TRU-12744,8345.5,85.07,8.37,3.11,421.63,85.1,99,2,0,1,1,1,0.5638876751503143,0,0,0,0,1,0,1,0,0,1
PUM-12745,6535.8,74.46,2.1,9.29,304.78,66.64,65,1,0,0,0,0,0.3455044540475289,0,0,0,1,0,0,0,1,1,0
CON-12746,2853.3,59.33,1.64,3.43,248.04,76.91,73,1,0,0,0,0,0.26619571795687264,1,0,0,0,0,1,0,0,1,0
CON-12747,4206.6,51.84,6.93,6.81,224.4,84.3,28,2,1,0,0,0,0.33943805272054645,1,0,0,0,0,1,0,0,1,0
TRU-12748,2458.1,81.74,7.73,6.01,413.59,76.78,80,2,0,0,1,0,0.4410892062728779,0,0,0,0,1,0,0,1,0,1
TRU-12749,5028.3,85.71,6.67,6.55,391.78,67.14,67,1,0,1,0,0,0.44126362579342776,0,0,0,0,1,0,0,1,0,1
PUM-12750,5580.0,79.01,6.05,10.23,342.71,77.31,122,2,0,0,0,1,0.45984973226664566,0,0,0,1,0,0,1,0,0,1
CRU-12751,4156.6,94.88,6.78,6.94,562.69,79.03,45,1,0,1,0,0,0.48963025192529597,0,1,0,0,0,0,0,1,0,1
CRU-12752,9070.6,89.56,6.43,7.57,515.25,85.58,52,1,0,1,0,0,0.5445983022747635,0,1,0,0,0,0,1,0,1,0
TRU-12753,7368.4,81.32,7.34,5.07,372.61,83.79,72,2,0,0,0,0,0.5058253246763083,0,0,0,0,1,0,1,0,1,0
CRU-12754,4873.6,88.84,9.64,6.16,588.58,85.93,128,0,1,1,1,1,0.576935933553908,0,1,0,0,0,0,1,0,1,0
TRU-12755,4580.9,72.13,5.63,4.91,414.38,62.3,65,0,0,0,0,0,0.36692226675301604,0,0,0,0,1,1,0,0,1,0
CON-12756,6545.9,54.78,6.89,3.76,139.37,62.94,30,1,0,0,0,0,0.32530232475679055,1,0,0,0,0,1,0,0,0,1
TRU-12757,10387.7,81.74,7.88,6.36,452.42,68.44,78,0,1,0,1,0,0.5283473167639646,0,0,0,0,1,1,0,0,0,1
PUM-12758,2825.4,67.66,4.11,10.6,237.1,77.38,102,1,0,0,0,1,0.34305592337818064,0,0,0,1,0,0,0,1,1,0
CON-12759,3282.2,69.25,4.0,4.99,174.1,62.9,94,2,0,0,0,1,0.3121682054208173,1,0,0,0,0,0,1,0,0,1
CON-12760,6336.4,52.81,4.77,2.71,239.34,53.46,69,0,0,0,0,0,0.2854316682377964,1,0,0,0,0,0,0,1,0,1
CRU-12761,3376.2,88.28,9.33,7.7,548.5,73.88,22,0,0,1,1,0,0.4772035049381863,0,1,0,0,0,0,1,0,1,0
CON-12762,3622.4,70.84,2.27,5.63,181.25,70.92,25,0,0,0,0,0,0.2836692588217198,1,0,0,0,0,0,0,1,1,0
PUM-12763,6404.1,77.31,4.72,9.9,337.06,70.07,26,0,0,0,0,0,0.38752255714218903,0,0,0,1,0,1,0,0,1,0
CON-12764,4551.6,54.35,3.84,5.46,280.18,65.81,68,0,0,0,0,0,0.28261827987673244,1,0,0,0,0,0,0,1,1,0
PUM-12765,6876.7,84.02,8.33,8.64,257.34,62.57,18,0,0,0,1,0,0.4456671412429127,0,0,0,1,0,1,0,0,1,0
PUM-12766,9249.1,58.17,6.44,9.91,252.83,53.34,24,1,0,0,0,0,0.3475502999564879,0,0,0,1,0,0,0,1,0,1
CRU-12767,2406.9,98.24,7.75,6.36,583.76,81.08,76,1,0,1,1,0,0.5119707008694523,0,1,0,0,0,1,0,0,1,0
MIL-12768,3995.1,76.24,8.09,5.81,399.85,69.96,32,2,1,0,1,0,0.4131256674508069,0,0,1,0,0,0,0,1,0,1
TRU-12769,3161.6,77.01,6.09,3.8,318.18,64.35,48,0,0,0,0,0,0.36182548942574017,0,0,0,0,1,0,1,0,1,0
CRU-12770,3467.1,79.05,7.41,9.64,532.41,69.58,52,1,0,0,0,0,0.4212841156995784,0,1,0,0,0,0,0,1,1,0
CRU-12771,3546.1,93.74,6.5,8.14,525.81,86.31,22,0,0,1,0,0,0.47779725595802963,0,1,0,0,0,0,1,0,1,0
PUM-12772,6039.1,68.02,5.19,9.4,302.87,55.14,32,2,0,0,0,0,0.32829350061210316,0,0,0,1,0,0,0,1,0,1
CON-12773,7453.9,54.6,5.7,2.03,211.31,68.2,39,0,0,0,0,0,0.3381515009971408,1,0,0,0,0,1,0,0,0,1
TRU-12774,10167.2,84.77,5.48,6.52,368.91,61.25,38,1,1,0,0,0,0.4585566952363261,0,0,0,0,1,1,0,0,1,0
CON-12775,2320.4,58.99,3.6,3.68,239.48,78.25,41,1,0,0,0,0,0.2781642486162006,1,0,0,0,0,0,1,0,1,0
PUM-12776,4081.3,65.27,3.48,8.27,324.11,62.34,44,2,0,0,0,0,0.29025521138750593,0,0,0,1,0,0,0,1,1,0
CON-12777,4267.7,74.93,4.23,2.49,250.15,75.63,39,2,0,0,0,0,0.3567018387715142,1,0,0,0,0,0,1,0,1,0
CON-12778,10948.2,58.0,3.8,4.06,197.79,53.54,51,0,0,0,0,0,0.33505245208870077,1,0,0,0,0,0,1,0,1,0
TRU-12779,3055.1,74.83,5.24,6.95,428.49,63.94,67,0,0,0,0,0,0.35512261267063966,0,0,0,0,1,0,0,1,1,0
MIL-12780,3587.8,65.72,8.74,5.86,548.73,85.84,98,0,0,0,1,1,0.45881029565140985,0,0,1,0,0,1,0,0,1,0
PUM-12781,7831.6,70.46,7.15,8.37,317.73,71.66,55,0,0,0,0,0,0.4370537529864717,0,0,0,1,0,0,0,1,0,1
TRU-12782,3139.6,81.25,7.93,6.87,370.16,68.4,39,1,0,0,1,0,0.4126088068094507,0,0,0,0,1,0,1,0,0,1
TRU-12783,2296.8,86.51,2.69,5.57,319.72,69.86,117,1,1,1,0,1,0.3679803844394502,0,0,0,0,1,1,0,0,1,0
PUM-12784,2890.9,67.89,6.18,8.65,304.08,82.2,21,4,0,0,0,1,0.3587497691140835,0,0,0,1,0,0,0,1,1,0
CON-12785,10599.0,60.36,8.69,6.35,180.88,62.52,45,1,0,0,1,0,0.43116832999089943,1,0,0,0,0,1,0,0,1,0
CON-12786,4839.5,58.27,3.09,4.38,328.91,82.81,55,0,0,0,0,0,0.32243920818277594,1,0,0,0,0,0,0,1,0,1
PUM-12787,5464.2,83.29,4.64,8.81,311.35,75.12,115,0,0,0,0,1,0.43947143056617244,0,0,0,1,0,1,0,0,1,0
MIL-12788,4690.9,85.16,7.88,5.5,503.37,78.58,68,0,0,1,1,0,0.48798960522366686,0,0,1,0,0,0,0,1,0,1
PUM-12789,2160.0,64.21,8.67,11.35,285.83,52.86,30,0,0,0,1,0,0.3144826153545946,0,0,0,1,0,0,0,1,0,1
CON-12790,2753.3,54.89,3.5,3.17,287.91,67.89,75,2,0,0,0,0,0.2640164800556081,1,0,0,0,0,0,1,0,1,0
TRU-12791,5190.3,74.61,5.61,3.56,452.04,81.29,40,2,1,0,0,0,0.4164914727062548,0,0,0,0,1,0,0,1,0,1
TRU-12792,3346.2,77.2,5.97,4.07,508.03,82.45,26,0,0,0,0,0,0.40728261089800166,0,0,0,0,1,0,0,1,0,1
CON-12793,3589.6,55.27,4.05,3.45,247.18,62.68,64,3,0,0,0,1,0.26551830744540234,1,0,0,0,0,0,0,1,1,0
CON-12794,2395.7,37.91,5.02,6.0,247.17,65.39,91,0,0,0,0,1,0.22881737832894994,1,0,0,0,0,0,1,0,1,0
PUM-12795,5664.2,73.26,8.54,8.47,341.9,72.3,52,2,1,0,1,0,0.44178097285306833,0,0,0,1,0,1,0,0,1,0
MIL-12796,3052.5,84.56,8.35,6.15,489.74,92.26,120,2,1,0,1,1,0.5237230563544082,0,0,1,0,0,0,1,0,0,1
CRU-12797,2554.3,81.35,8.91,7.84,478.24,60.41,59,1,0,0,1,0,0.4191175372666589,0,1,0,0,0,0,0,1,0,1
CRU-12798,5860.0,93.04,8.82,6.8,555.79,77.25,52,1,0,1,1,0,0.5363270643675881,0,1,0,0,0,1,0,0,1,0
PUM-12799,1569.3,65.37,3.71,9.94,324.67,51.88,39,0,0,0,0,0,0.2367513061892093,0,0,0,1,0,0,1,0,1,0
PUM-12800,1692.5,94.96,3.42,7.65,442.46,77.0,84,1,0,1,0,0,0.4087424715364823,0,0,0,1,0,0,0,1,1,0
CRU-12801,3503.4,78.3,6.25,8.36,484.99,80.12,98,3,0,0,0,1,0.44045128697078595,0,1,0,0,0,0,0,1,0,1
CON-12802,1902.4,66.46,6.16,3.4,228.3,83.82,34,0,0,0,0,0,0.34501769785094955,1,0,0,0,0,0,0,1,1,0
CON-12803,5770.1,66.04,5.55,3.94,300.29,84.02,64,1,0,0,0,0,0.4016966369597661,1,0,0,0,0,0,0,1,0,1
TRU-12804,4507.9,67.3,7.03,5.8,461.83,70.35,31,0,0,0,0,0,0.38000899786646797,0,0,0,0,1,1,0,0,1,0
CON-12805,2395.2,67.92,2.23,4.41,220.21,58.97,47,1,1,0,0,0,0.24366531407388978,1,0,0,0,0,0,0,1,0,1
TRU-12806,6649.9,85.14,7.45,7.15,395.78,74.43,39,2,1,1,0,0,0.4772876572142407,0,0,0,0,1,0,1,0,1,0
TRU-12807,4998.6,78.32,6.14,6.74,487.33,73.68,153,0,1,0,0,1,0.4667992489316861,0,0,0,0,1,0,0,1,0,1
MIL-12808,4426.7,74.53,5.72,9.27,440.34,70.98,57,0,0,0,0,0,0.3915923570947008,0,0,1,0,0,0,1,0,0,1
PUM-12809,1474.9,74.43,3.16,9.85,290.57,72.25,61,0,0,0,0,0,0.30709749171242934,0,0,0,1,0,0,1,0,0,1
TRU-12810,4356.3,73.51,6.33,4.6,384.74,54.01,166,3,0,0,0,1,0.4011218206403597,0,0,0,0,1,1,0,0,0,1
PUM-12811,2050.4,75.45,5.17,10.91,326.44,87.09,38,0,0,0,0,0,0.3751542039561504,0,0,0,1,0,0,0,1,1,0
CRU-12812,4979.2,92.43,6.96,6.87,567.86,83.02,21,0,0,1,0,0,0.49455675323191944,0,1,0,0,0,0,1,0,0,1
TRU-12813,3963.4,73.25,4.61,5.32,384.11,66.38,8,2,0,0,0,0,0.32951191814057,0,0,0,0,1,0,0,1,1,0
CON-12814,1346.7,49.87,6.07,4.82,195.95,60.87,42,2,0,0,0,0,0.23497591003645632,1,0,0,0,0,1,0,0,0,1
MIL-12815,6734.1,81.37,7.98,6.09,484.03,74.05,20,2,0,0,1,0,0.4724212044970122,0,0,1,0,0,0,0,1,1,0
CON-12816,3822.4,52.72,2.26,4.24,239.74,69.48,73,0,0,0,0,0,0.25071674478356776,1,0,0,0,0,0,1,0,1,0
TRU-12817,6592.8,80.18,4.72,6.41,431.57,67.13,47,0,0,0,0,0,0.407798184281406,0,0,0,0,1,0,1,0,0,1
PUM-12818,3209.6,73.93,5.1,6.38,343.63,80.16,75,2,0,0,0,0,0.3854689383394425,0,0,0,1,0,0,1,0,0,1
MIL-12819,3616.7,76.18,8.05,8.09,400.55,65.6,62,3,1,0,1,1,0.4103850187829051,0,0,1,0,0,0,0,1,0,1
CRU-12820,2267.0,89.89,6.8,7.31,546.62,89.2,101,1,0,1,0,1,0.495111192731005,0,1,0,0,0,0,1,0,0,1
PUM-12821,2821.8,78.67,6.51,9.98,334.51,63.39,45,1,0,0,0,0,0.3670200511403551,0,0,0,1,0,0,0,1,1,0
CON-12822,5675.0,80.32,4.55,4.15,317.09,69.05,65,2,0,0,0,0,0.3975188790559868,1,0,0,0,0,0,0,1,0,1
TRU-12823,2777.2,66.63,3.43,5.72,379.19,82.83,34,1,0,0,0,0,0.32220906810666705,0,0,0,0,1,1,0,0,0,1
PUM-12824,1243.9,64.94,4.67,10.35,174.0,64.29,82,2,0,0,0,0,0.2812763495003419,0,0,0,1,0,0,0,1,1,0
TRU-12825,3489.3,81.87,5.44,5.7,447.86,75.13,61,0,0,0,0,0,0.409437569137022,0,0,0,0,1,0,0,1,1,0
CRU-12826,3395.8,81.84,6.66,5.15,603.61,86.49,58,0,0,0,0,0,0.46232785804593546,0,1,0,0,0,1,0,0,1,0
PUM-12827,3672.0,74.92,6.41,7.01,411.08,78.81,19,0,0,0,0,0,0.39343202109833897,0,0,0,1,0,0,1,0,1,0
TRU-12828,8909.3,82.09,9.41,4.2,419.19,79.14,114,2,0,0,1,1,0.5710815403135963,0,0,0,0,1,0,0,1,1,0
TRU-12829,3625.7,77.54,4.63,6.62,466.52,83.72,27,3,1,0,0,1,0.3911235439305885,0,0,0,0,1,0,0,1,1,0
TRU-12830,5176.7,77.84,5.23,6.27,319.99,57.54,44,3,0,0,0,1,0.3599925957560441,0,0,0,0,1,1,0,0,0,1
PUM-12831,7755.6,71.36,5.91,10.37,278.09,80.12,31,2,0,0,0,0,0.4252984650494791,0,0,0,1,0,0,1,0,1,0
CRU-12832,4553.1,75.96,5.3,6.5,474.79,72.96,49,0,0,0,0,0,0.39452698111933987,0,1,0,0,0,0,0,1,0,1
PUM-12833,5950.7,70.1,4.34,11.36,286.18,65.7,71,3,0,0,0,1,0.35883572038337036,0,0,0,1,0,0,0,1,0,1
MIL-12834,4526.7,80.25,6.39,5.99,462.44,72.79,44,2,0,0,0,0,0.4213589929538475,0,0,1,0,0,0,0,1,0,1
PUM-12835,7262.1,56.98,3.5,11.29,303.92,68.62,48,2,0,0,0,0,0.31969216880836754,0,0,0,1,0,0,0,1,1,0
PUM-12836,6170.4,78.79,2.82,9.85,441.45,69.91,17,0,0,0,0,0,0.3624638164711724,0,0,0,1,0,1,0,0,1,0
CON-12837,5886.4,75.04,4.69,1.0,301.48,68.43,46,1,0,0,0,0,0.375574989529155,1,0,0,0,0,0,1,0,0,1
CON-12838,3881.4,60.85,3.98,5.15,182.51,61.41,69,2,0,0,0,0,0.28021639887538413,1,0,0,0,0,1,0,0,0,1
CON-12839,4619.3,53.61,8.46,4.39,252.78,66.74,29,1,0,0,1,0,0.33775114982994175,1,0,0,0,0,1,0,0,1,0
TRU-12840,6315.8,80.24,5.15,4.68,487.55,86.73,31,2,0,0,0,0,0.45199196462510627,0,0,0,0,1,1,0,0,0,1
MIL-12841,5482.6,89.63,8.94,4.93,446.68,86.05,26,1,1,1,1,0,0.5237352568022924,0,0,1,0,0,1,0,0,1,0
TRU-12842,4402.0,74.78,6.65,6.12,319.39,77.01,154,0,0,0,0,1,0.45213521639250626,0,0,0,0,1,1,0,0,1,0
CRU-12843,7374.2,83.61,8.18,6.17,654.92,89.4,54,0,1,0,1,0,0.5511119372951506,0,1,0,0,0,0,1,0,0,1
CRU-12844,3099.0,86.64,5.03,7.32,601.05,83.08,13,2,0,1,0,0,0.42121051042693725,0,1,0,0,0,1,0,0,1,0
PUM-12845,4427.0,80.98,5.73,13.34,436.24,87.12,24,0,0,0,0,0,0.4335627191576924,0,0,0,1,0,1,0,0,1,0
CRU-12846,1777.4,87.48,8.66,7.53,566.02,77.15,45,3,1,1,1,1,0.46181832299795367,0,1,0,0,0,0,0,1,1,0
TRU-12847,1316.9,55.77,6.68,5.78,442.48,65.06,75,2,0,0,0,0,0.3030747390510134,0,0,0,0,1,0,1,0,1,0
MIL-12848,3358.1,86.97,8.63,5.77,478.83,91.84,14,4,1,1,1,1,0.49348769046991847,0,0,1,0,0,0,0,1,0,1
TRU-12849,3950.0,83.49,3.66,5.47,448.45,93.15,56,1,1,0,0,0,0.4303079465339732,0,0,0,0,1,1,0,0,0,1
TRU-12850,2264.2,71.74,6.99,6.83,426.51,77.82,21,0,0,0,0,0,0.3743789347692524,0,0,0,0,1,0,1,0,1,0
TRU-12851,5272.4,62.46,6.74,5.68,442.18,83.18,100,2,0,0,0,1,0.42614437734454025,0,0,0,0,1,1,0,0,1,0
CON-12852,5913.3,64.44,6.45,5.52,234.85,67.24,45,1,0,0,0,0,0.3628936712018088,1,0,0,0,0,0,1,0,0,1
TRU-12853,8491.4,93.35,7.72,6.45,408.16,70.02,66,1,0,1,1,0,0.5330333261606311,0,0,0,0,1,0,1,0,1,0
CRU-12854,7704.0,94.84,8.95,6.38,621.93,98.07,90,2,1,1,1,1,0.6343821431895551,0,1,0,0,0,0,0,1,1,0
TRU-12855,2943.9,80.41,7.78,6.94,491.95,81.64,105,0,0,0,1,1,0.4707431510921718,0,0,0,0,1,1,0,0,0,1
TRU-12856,3394.5,76.47,8.7,7.23,499.23,65.8,42,1,0,0,1,0,0.41772260192776245,0,0,0,0,1,0,0,1,0,1
MIL-12857,5246.1,83.3,10.44,5.37,464.93,72.97,69,1,0,0,1,0,0.5148722255788221,0,0,1,0,0,0,0,1,0,1
TRU-12858,6358.9,77.62,7.2,4.94,446.06,74.78,61,0,0,0,0,0,0.4597631651647767,0,0,0,0,1,0,1,0,0,1
TRU-12859,7173.8,91.04,4.2,5.96,493.92,80.85,40,1,0,1,0,0,0.47277228347855244,0,0,0,0,1,1,0,0,0,1
CRU-12860,8611.1,100.31,8.2,7.54,484.47,81.04,27,1,1,1,1,0,0.5773182630724208,0,1,0,0,0,0,1,0,1,0
CRU-12861,2825.7,72.36,7.84,8.43,469.18,77.44,42,3,1,0,1,1,0.40783730881279073,0,1,0,0,0,0,0,1,0,1
PUM-12862,4387.7,77.47,3.41,9.96,306.97,76.39,48,1,0,0,0,0,0.3626919321983002,0,0,0,1,0,1,0,0,1,0
MIL-12863,4708.2,89.22,6.41,5.93,514.65,60.11,47,0,0,1,0,0,0.4286879270966748,0,0,1,0,0,0,0,1,0,1
TRU-12864,3273.0,96.95,7.6,7.82,406.88,76.55,25,2,0,1,1,0,0.47279512666177703,0,0,0,0,1,0,0,1,1,0
PUM-12865,3082.3,81.12,4.7,10.44,330.31,70.28,24,0,0,0,0,0,0.3556894566776324,0,0,0,1,0,0,1,0,0,1
TRU-12866,2467.6,84.27,5.61,7.45,525.11,78.8,32,0,0,0,0,0,0.40797208058478657,0,0,0,0,1,0,0,1,1,0
TRU-12867,2468.6,75.06,7.14,4.41,529.36,80.0,38,1,0,0,0,0,0.40890229911546333,0,0,0,0,1,0,1,0,0,1
CON-12868,5953.0,47.31,1.92,4.72,282.34,65.35,34,2,0,0,0,0,0.23332571210550482,1,0,0,0,0,1,0,0,0,1
TRU-12869,2612.8,80.63,6.29,4.47,383.97,71.76,23,1,0,0,0,0,0.37985109439827974,0,0,0,0,1,0,1,0,1,0
MIL-12870,1875.0,67.05,9.58,7.78,519.72,83.17,49,1,0,0,1,0,0.4257704916475321,0,0,1,0,0,0,1,0,1,0
CON-12871,4931.8,62.37,4.91,2.22,259.1,71.43,72,3,0,0,0,1,0.3419508548512461,1,0,0,0,0,0,0,1,0,1
TRU-12872,8067.5,72.34,9.09,8.72,437.07,59.04,27,2,0,0,1,0,0.4451608534583907,0,0,0,0,1,1,0,0,1,0
CRU-12873,3000.5,83.85,6.51,7.63,565.44,86.92,70,1,0,0,0,0,0.46443894546258163,0,1,0,0,0,0,0,1,1,0
CRU-12874,4621.4,78.42,8.35,7.9,647.55,92.41,50,1,0,0,1,0,0.506893016062188,0,1,0,0,0,0,0,1,0,1
CON-12875,7302.2,56.4,3.72,4.76,219.55,71.71,8,1,0,0,0,0,0.306033553306206,1,0,0,0,0,0,0,1,1,0
CON-12876,6463.1,52.92,7.72,2.41,281.78,74.59,21,0,0,0,1,0,0.36368630268523333,1,0,0,0,0,0,0,1,0,1
CON-12877,3518.1,58.48,4.59,4.15,290.65,78.28,34,2,0,0,0,0,0.30825135103219464,1,0,0,0,0,0,1,0,1,0
MIL-12878,1582.1,96.49,9.19,6.04,352.55,78.17,99,2,0,1,1,1,0.5054808870932097,0,0,1,0,0,0,0,1,1,0
MIL-12879,6890.9,80.09,8.33,6.38,428.9,73.57,73,0,0,0,1,0,0.4931753594087134,0,0,1,0,0,0,0,1,0,1
TRU-12880,2898.0,88.14,5.0,5.83,381.94,74.09,73,0,0,1,0,0,0.4125018381298445,0,0,0,0,1,0,0,1,1,0
CRU-12881,4177.4,91.34,7.55,7.53,572.19,79.1,89,2,1,1,1,0,0.510245837606625,0,1,0,0,0,1,0,0,0,1
CON-12882,6155.1,63.54,4.57,3.46,366.0,75.51,49,4,1,0,0,1,0.3628811190679752,1,0,0,0,0,0,1,0,0,1
CON-12883,2524.7,61.49,5.35,3.88,287.04,54.36,57,4,0,0,0,1,0.27311930191909173,1,0,0,0,0,0,1,0,1,0
CON-12884,4374.3,55.21,6.49,3.4,225.31,69.04,134,2,0,0,0,1,0.35566950657048996,1,0,0,0,0,0,1,0,0,1
CON-12885,2971.2,80.26,5.17,2.8,246.08,73.39,20,2,0,0,0,0,0.358278244314403,1,0,0,0,0,1,0,0,0,1
